place	latitude	longitude
Erbil Airport	36.19117	44.00943
Maroun El Ras	33.10381	35.4444
Maroun El Ras	33.10381	35.4444
Rmeish	NA	NA
Port of Ashdod	10.66668	-61.51889
Port of Ashdod	10.66668	-61.51889
Miraj	16.8671	74.70146
Miraj	16.8671	74.70146
Tal alHawa	-36.72494	-73.11684
Tal alHawa	-36.72494	-73.11684
zarahsultana	NA	NA
Gisha	-1.744	29.9586
Gisha	-1.744	29.9586
Bani Naim	15.88333	43.78333
Bani Naim	15.88333	43.78333
Raanana	32.1836	34.87386
Raanana	32.1836	34.87386
Sderot	31.525	34.59693
Sderot	31.525	34.59693
Nir Am	31.51959	34.58006
Nir Am	31.51959	34.58006
Mefalsim	31.50125	34.5637
Mefalsim	31.50125	34.5637
Hanita	33.08746	35.17364
Hanita	33.08746	35.17364
Mattat	33.04134	35.35858
Mattat	33.04134	35.35858
Margaliot	NA	NA
Adamit	33.07971	35.21103
Adamit	33.07971	35.21103
Zarit	33.09955	35.2889
Zarit	33.09955	35.2889
Malkia	60.75482	24.06197
Malkia	60.75482	24.06197
Yassins house	51.52074	-0.14282
Yassins house	51.52074	-0.14282
Daouds house	50.62211	-4.38488
Daouds house	50.62211	-4.38488
Pentagon	38.87095	-77.05526
Pentagon	38.87095	-77.05526
Jordan River	31	36
Jordan River	31	36
Alborz	36.01117	50.80956
Alborz	36.01117	50.80956
Bab alMandab	12.60416	43.33557
Bab alMandab	12.60416	43.33557
Southern Africa	-27.11781	22.28027
Southern Africa	-27.11781	22.28027
Venezuela	8	-66
Venezuela	8	-66
Hormuz	27.5026	54.2839
Hormuz	27.5026	54.2839
Arabian Gulf	26.35058	50.16805
Arabian Gulf	26.35058	50.16805
Kanaker	40.22302	44.53986
Kanaker	40.22302	44.53986
Sarit	35.47569	71.45229
Sarit	35.47569	71.45229
Aleppo	36.20124	37.16117
Aleppo	36.20124	37.16117
TomWhiteGaza	NA	NA
Nasser Medical Complex	36.69647	-121.63227
Nasser Medical Complex	36.69647	-121.63227
El Amal Hospital	34.60583	36.04889
El Amal Hospital	34.60583	36.04889
Entebbe	0.05621	32.47949
Entebbe	0.05621	32.47949
Central Gaza Strip	-2.02107	24.69727
Central Gaza Strip	-2.02107	24.69727
European Gaza Hospital	55	40
European Gaza Hospital	55	40
AlAqsa	NA	NA
Al Aqsa Hospital	31.77614	35.23549
Al Aqsa Hospital	31.77614	35.23549
Syrias Golan Heights	36.28562	-92.26543
Syrias Golan Heights	36.28562	-92.26543
Kurdistan	37	44
Kurdistan	37	44
Panjgur Pakistans Balochistan province	41.22825	33.15674
Panjgur Pakistans Balochistan province	41.22825	33.15674
RedSea	NA	NA
Chinas	23.85674	-99.45203
Chinas	23.85674	-99.45203
Walla	-2.85662	33.32102
Walla	-2.85662	33.32102
Rwanda	-2	30
Rwanda	-2	30
East Timor	-8.83333	125.75
East Timor	-8.83333	125.75
Kabul	34.52813	69.17233
Kabul	34.52813	69.17233
azZahra	19.11437	41.91694
azZahra	19.11437	41.91694
alRashid road	14.71033	79.98879
alRashid road	14.71033	79.98879
Hamad	31.40307	48.45684
Hamad	31.40307	48.45684
State of Qatar	25.5	51.25
State of Qatar	25.5	51.25
QFFD	NA	NA
Melbourne Australia	-37.67333	144.84333
Melbourne Australia	-37.67333	144.84333
Port of Melbourne	10.66668	-61.51889
Port of Melbourne	10.66668	-61.51889
Victorian International Container Terminal	48.64721	-123.42716
Victorian International Container Terminal	48.64721	-123.42716
Melbourne	-37.814	144.96332
Melbourne	-37.814	144.96332
Sandridge Beach	-37.83931	144.91747
Sandridge Beach	-37.83931	144.91747
ZIM Ganges	45.06873	-83.54131
ZIM Ganges	45.06873	-83.54131
Australias	NA	NA
Port Melbourne	4.77742	7.0134
Port Melbourne	4.77742	7.0134
Sydney	-33.86785	151.20732
Sydney	-33.86785	151.20732
Brisbane	-27.46794	153.02809
Brisbane	-27.46794	153.02809
northGaza	NA	NA
Palestine_UN	NA	NA
Taiz province	13.5	44
Taiz province	13.5	44
AlBayda	18.86139	42.07078
AlBayda	18.86139	42.07078
Dena	28.44289	90.28327
Dena	28.44289	90.28327
Oakland	37.80437	-122.2708
Oakland	37.80437	-122.2708
Akrotiri	36.35796	25.3976
Akrotiri	36.35796	25.3976
Limassol	34.68406	33.03794
Limassol	34.68406	33.03794
Pashias	NA	NA
Israels Nevatim airbase	39.49343	-77.33137
Israels Nevatim airbase	39.49343	-77.33137
Anadolu	39	35
Anadolu	39	35
Nevatim	31.22417	34.88098
Nevatim	31.22417	34.88098
Ben Gurion airport	32.01361	34.88657
Ben Gurion airport	32.01361	34.88657
Republic of Cyprus	24	121
Republic of Cyprus	24	121
Dhekelia	35.01667	33.775
Dhekelia	35.01667	33.775
USA	39.76	-98.5
USA	39.76	-98.5
League of Arab States	29.75634	-94.97187
League of Arab States	29.75634	-94.97187
Palestine Mosque Square	31.81333	-95.65255
Palestine Mosque Square	31.81333	-95.65255
Abu Youssef Al Najjar Hospital	24.43297	54.65114
Abu Youssef Al Najjar Hospital	24.43297	54.65114
alSaftawi	NA	NA
AlFukhari	NA	NA
alAmal	31.39064	37.3146
alAmal	31.39064	37.3146
alNasser	NA	NA
alKatiba	NA	NA
Harun arRashid school	-5.72373	112.67913
Harun arRashid school	-5.72373	112.67913
Block 109	17.41642	96.24285
Block 109	17.41642	96.24285
Cape Town	-33.92584	18.42322
Cape Town	-33.92584	18.42322
South Africansfrom	38.02807	-97.94033
South Africansfrom	38.02807	-97.94033
Africa4Palestine	NA	NA
Western Cape province	40.64575	-79.91382
Western Cape province	40.64575	-79.91382
Paltel	32.08712	35.18388
Paltel	32.08712	35.18388
Jawwal	NA	NA
Salem	44.9429	-123.0351
Salem	44.9429	-123.0351
Copenhagen	55.67594	12.56553
Copenhagen	55.67594	12.56553
